N,trial,Majority,EBT,ProvOnly,DS-Trust,TrustPass,TP-NoDRM,TP-NoHealth,TP-NoUncertainty,TP-NoCRV,TP-NoProvenance,mean_evidence_received,mean_integrity_failure_rate
6,13,0.6,0.7,0.32222222222222224,0.8444444444444444,0.9555555555555556,0.9111111111111111,0.7,0.9555555555555556,0.9666666666666667,0.7666666666666667,1.0,0.14814814814814817
6,14,0.6,0.6888888888888889,0.28888888888888886,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.6333333333333333,0.9666666666666667,0.9888888888888889,0.8111111111111111,1.0,0.12407407407407406
6,15,0.5444444444444444,0.6111111111111112,0.2777777777777778,0.8666666666666667,0.9444444444444444,0.8777777777777778,0.6222222222222222,0.9444444444444444,0.9666666666666667,0.7555555555555555,1.0,0.11481481481481479
6,16,0.5444444444444444,0.6111111111111112,0.32222222222222224,0.8555555555555555,0.9444444444444444,0.9111111111111111,0.6444444444444445,0.9555555555555556,0.9666666666666667,0.8222222222222222,1.0,0.09999999999999996
6,17,0.6777777777777778,0.7444444444444445,0.37777777777777777,0.9111111111111111,0.9888888888888889,0.9666666666666667,0.7222222222222222,0.9888888888888889,0.9888888888888889,0.9222222222222223,1.0,0.10370370370370369
6,18,0.3333333333333333,0.6444444444444445,0.3111111111111111,0.8444444444444444,0.9333333333333333,0.8777777777777778,0.6555555555555556,0.9333333333333333,0.9666666666666667,0.7444444444444445,1.0,0.10555555555555554
6,19,0.5333333333333333,0.6444444444444445,0.2777777777777778,0.8666666666666667,0.9444444444444444,0.8888888888888888,0.6,0.9444444444444444,0.9555555555555556,0.7555555555555555,1.0,0.11851851851851851
6,20,0.7444444444444445,0.6333333333333333,0.4111111111111111,0.8555555555555555,0.9555555555555556,0.8888888888888888,0.6888888888888889,0.9555555555555556,0.9777777777777777,0.8,1.0,0.14629629629629629
6,21,0.5666666666666667,0.6555555555555556,0.3,0.9111111111111111,0.9777777777777777,0.9,0.6222222222222222,0.9777777777777777,0.9777777777777777,0.7666666666666667,1.0,0.1222222222222222
6,22,0.5777777777777777,0.6777777777777778,0.36666666666666664,0.9111111111111111,0.9666666666666667,0.9,0.6888888888888889,0.9666666666666667,0.9777777777777777,0.7666666666666667,1.0,0.12407407407407406
6,23,0.4111111111111111,0.6222222222222222,0.28888888888888886,0.8444444444444444,0.9333333333333333,0.8666666666666667,0.7,0.9333333333333333,0.9666666666666667,0.7444444444444445,1.0,0.10370370370370367
6,24,0.5555555555555556,0.6111111111111112,0.28888888888888886,0.8222222222222222,0.9555555555555556,0.8888888888888888,0.6444444444444445,0.9555555555555556,0.9888888888888889,0.7444444444444445,1.0,0.13148148148148148
6,25,0.45555555555555555,0.5777777777777777,0.3333333333333333,0.8666666666666667,0.9777777777777777,0.9555555555555556,0.5555555555555556,0.9777777777777777,0.9888888888888889,0.7666666666666667,1.0,0.12037037037037038
6,26,0.6777777777777778,0.7,0.4444444444444444,0.9333333333333333,0.9888888888888889,0.9777777777777777,0.7666666666666667,0.9888888888888889,1.0,0.8444444444444444,1.0,0.11666666666666667
6,27,0.6444444444444445,0.6222222222222222,0.34444444444444444,0.8888888888888888,0.9333333333333333,0.8555555555555555,0.6555555555555556,0.9222222222222223,0.9777777777777777,0.7555555555555555,1.0,0.11666666666666664
6,28,0.4444444444444444,0.7333333333333333,0.3,0.8666666666666667,0.9666666666666667,0.9111111111111111,0.7222222222222222,0.9666666666666667,0.9777777777777777,0.8222222222222222,1.0,0.09629629629629627
6,29,0.6,0.7333333333333333,0.26666666666666666,0.9,0.9888888888888889,0.9555555555555556,0.8,0.9888888888888889,0.9888888888888889,0.8333333333333334,1.0,0.13333333333333333
6,30,0.43333333333333335,0.6333333333333333,0.3111111111111111,0.9111111111111111,0.9555555555555556,0.9,0.6555555555555556,0.9555555555555556,0.9888888888888889,0.8,1.0,0.09999999999999999
6,31,0.35555555555555557,0.7111111111111111,0.3333333333333333,0.8888888888888888,0.9666666666666667,0.8888888888888888,0.6888888888888889,0.9555555555555556,0.9777777777777777,0.8,1.0,0.10370370370370366
6,32,0.6444444444444445,0.6111111111111112,0.3,0.8777777777777778,0.9777777777777777,0.9222222222222223,0.6555555555555556,0.9777777777777777,0.9888888888888889,0.7333333333333333,1.0,0.137037037037037
6,33,0.5,0.6666666666666666,0.37777777777777777,0.9111111111111111,0.9222222222222223,0.8888888888888888,0.6444444444444445,0.9222222222222223,0.9555555555555556,0.7555555555555555,1.0,0.11666666666666665
6,34,0.6888888888888889,0.6555555555555556,0.32222222222222224,0.8666666666666667,0.9333333333333333,0.9,0.6555555555555556,0.9333333333333333,0.9888888888888889,0.7888888888888889,1.0,0.12037037037037038
6,35,0.5888888888888889,0.6888888888888889,0.4,0.8444444444444444,0.9444444444444444,0.9,0.6888888888888889,0.9444444444444444,0.9888888888888889,0.7888888888888889,1.0,0.10925925925925924
6,36,0.5555555555555556,0.6444444444444445,0.37777777777777777,0.8444444444444444,0.9444444444444444,0.9222222222222223,0.6666666666666666,0.9444444444444444,0.9777777777777777,0.7555555555555555,1.0,0.12037037037037036
6,37,0.5,0.6333333333333333,0.24444444444444444,0.8555555555555555,0.9444444444444444,0.8444444444444444,0.6666666666666666,0.9444444444444444,0.9666666666666667,0.7222222222222222,1.0,0.1259259259259259
6,38,0.5,0.6444444444444445,0.36666666666666664,0.8555555555555555,0.9333333333333333,0.9111111111111111,0.6111111111111112,0.9333333333333333,0.9444444444444444,0.8,1.0,0.12222222222222222
6,39,0.3111111111111111,0.6111111111111112,0.28888888888888886,0.8777777777777778,0.9444444444444444,0.8333333333333334,0.6,0.9444444444444444,0.9666666666666667,0.7777777777777778,1.0,0.14814814814814817
6,40,0.5888888888888889,0.7,0.37777777777777777,0.8888888888888888,0.9666666666666667,0.9,0.7,0.9666666666666667,0.9888888888888889,0.8333333333333334,1.0,0.1111111111111111
6,41,0.4,0.7111111111111111,0.3,0.9,0.9555555555555556,0.9,0.6444444444444445,0.9555555555555556,0.9777777777777777,0.8111111111111111,1.0,0.12037037037037036
6,42,0.7555555555555555,0.6666666666666666,0.3111111111111111,0.9,0.9666666666666667,0.9111111111111111,0.7111111111111111,0.9666666666666667,1.0,0.7888888888888889,1.0,0.12407407407407406
6,43,0.37777777777777777,0.6444444444444445,0.37777777777777777,0.8666666666666667,0.9666666666666667,0.9111111111111111,0.6444444444444445,0.9555555555555556,0.9888888888888889,0.7555555555555555,1.0,0.1333333333333333
6,44,0.5666666666666667,0.6,0.2777777777777778,0.8444444444444444,0.9444444444444444,0.8666666666666667,0.6,0.9444444444444444,0.9777777777777777,0.7222222222222222,1.0,0.1222222222222222
6,45,0.5777777777777777,0.6777777777777778,0.28888888888888886,0.8222222222222222,0.9777777777777777,0.9222222222222223,0.7222222222222222,0.9777777777777777,0.9888888888888889,0.7888888888888889,1.0,0.13148148148148148
6,46,0.5444444444444444,0.6555555555555556,0.34444444444444444,0.8444444444444444,0.9333333333333333,0.8444444444444444,0.6333333333333333,0.9333333333333333,0.9666666666666667,0.7888888888888889,1.0,0.12037037037037036
6,47,0.7111111111111111,0.6444444444444445,0.36666666666666664,0.8666666666666667,0.9666666666666667,0.9111111111111111,0.6333333333333333,0.9666666666666667,0.9666666666666667,0.8222222222222222,1.0,0.11111111111111109
6,48,0.5666666666666667,0.5666666666666667,0.28888888888888886,0.8222222222222222,0.9333333333333333,0.8777777777777778,0.5666666666666667,0.9444444444444444,0.9777777777777777,0.7555555555555555,1.0,0.11296296296296296
6,49,0.5111111111111111,0.5444444444444444,0.3333333333333333,0.8666666666666667,0.9666666666666667,0.8555555555555555,0.5777777777777777,0.9666666666666667,0.9666666666666667,0.7,1.0,0.1259259259259259
6,50,0.5333333333333333,0.6,0.4111111111111111,0.8666666666666667,0.9555555555555556,0.9222222222222223,0.5777777777777777,0.9555555555555556,1.0,0.7555555555555555,1.0,0.12407407407407406
6,51,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.9333333333333333,0.9777777777777777,0.9444444444444444,0.6444444444444445,0.9777777777777777,0.9888888888888889,0.8444444444444444,1.0,0.11296296296296292
6,52,0.5666666666666667,0.7,0.35555555555555557,0.9,0.9777777777777777,0.8888888888888888,0.6444444444444445,0.9888888888888889,0.9888888888888889,0.7555555555555555,1.0,0.12962962962962962
6,53,0.5666666666666667,0.6666666666666666,0.2777777777777778,0.9,0.9666666666666667,0.8888888888888888,0.6222222222222222,0.9777777777777777,0.9888888888888889,0.8444444444444444,1.0,0.10185185185185183
6,54,0.7111111111111111,0.6222222222222222,0.26666666666666666,0.9,0.9666666666666667,0.9333333333333333,0.6555555555555556,0.9666666666666667,0.9666666666666667,0.8,1.0,0.10370370370370369
6,55,0.6222222222222222,0.6333333333333333,0.34444444444444444,0.9,0.9777777777777777,0.8777777777777778,0.6333333333333333,0.9777777777777777,1.0,0.7777777777777778,1.0,0.11296296296296295
6,56,0.6,0.5555555555555556,0.26666666666666666,0.8333333333333334,0.9444444444444444,0.8777777777777778,0.6,0.9333333333333333,0.9666666666666667,0.7333333333333333,1.0,0.10925925925925922
6,57,0.7777777777777778,0.6444444444444445,0.4111111111111111,0.8555555555555555,0.9555555555555556,0.9333333333333333,0.5777777777777777,0.9555555555555556,0.9888888888888889,0.8111111111111111,1.0,0.09999999999999999
6,58,0.6777777777777778,0.7333333333333333,0.37777777777777777,0.9111111111111111,0.9777777777777777,0.9555555555555556,0.7444444444444445,0.9777777777777777,0.9777777777777777,0.8888888888888888,1.0,0.1259259259259259
6,59,0.5777777777777777,0.6111111111111112,0.35555555555555557,0.9111111111111111,0.9666666666666667,0.8888888888888888,0.7,0.9666666666666667,1.0,0.7444444444444445,1.0,0.12222222222222222
6,60,0.5666666666666667,0.6444444444444445,0.34444444444444444,0.8666666666666667,0.9555555555555556,0.8888888888888888,0.6888888888888889,0.9555555555555556,0.9777777777777777,0.7666666666666667,1.0,0.10925925925925924
6,61,0.34444444444444444,0.5888888888888889,0.28888888888888886,0.8111111111111111,0.9333333333333333,0.8888888888888888,0.6444444444444445,0.9333333333333333,0.9777777777777777,0.7666666666666667,1.0,0.1185185185185185
6,62,0.6111111111111112,0.6444444444444445,0.3,0.8444444444444444,0.9555555555555556,0.9,0.6444444444444445,0.9555555555555556,0.9888888888888889,0.7222222222222222,1.0,0.12777777777777774
6,63,0.5444444444444444,0.6333333333333333,0.37777777777777777,0.8666666666666667,0.9444444444444444,0.8888888888888888,0.6666666666666666,0.9444444444444444,0.9444444444444444,0.7666666666666667,1.0,0.1481481481481481
6,64,0.4444444444444444,0.6111111111111112,0.34444444444444444,0.8444444444444444,0.9777777777777777,0.8666666666666667,0.6555555555555556,0.9777777777777777,0.9777777777777777,0.7888888888888889,1.0,0.14814814814814817
6,65,0.6,0.6888888888888889,0.36666666666666664,0.9,0.9777777777777777,0.9222222222222223,0.6555555555555556,0.9777777777777777,0.9777777777777777,0.7444444444444445,1.0,0.14259259259259258
6,66,0.6555555555555556,0.6333333333333333,0.37777777777777777,0.8666666666666667,0.9666666666666667,0.9222222222222223,0.6888888888888889,0.9555555555555556,0.9777777777777777,0.7777777777777778,1.0,0.10925925925925924
6,67,0.7111111111111111,0.6666666666666666,0.32222222222222224,0.9,0.9888888888888889,0.9,0.7333333333333333,0.9888888888888889,1.0,0.7666666666666667,1.0,0.11296296296296297
6,68,0.7222222222222222,0.7111111111111111,0.32222222222222224,0.8666666666666667,0.9666666666666667,0.8777777777777778,0.6111111111111112,0.9555555555555556,0.9888888888888889,0.8444444444444444,1.0,0.10185185185185183
6,69,0.3333333333333333,0.6555555555555556,0.23333333333333334,0.8666666666666667,0.9555555555555556,0.8666666666666667,0.6222222222222222,0.9555555555555556,0.9666666666666667,0.7555555555555555,1.0,0.12407407407407404
6,70,0.5222222222222223,0.5333333333333333,0.24444444444444444,0.9,1.0,0.9777777777777777,0.6333333333333333,1.0,1.0,0.7666666666666667,1.0,0.11666666666666667
6,71,0.3333333333333333,0.6888888888888889,0.3111111111111111,0.8777777777777778,0.9555555555555556,0.9,0.6666666666666666,0.9555555555555556,0.9666666666666667,0.8222222222222222,1.0,0.11111111111111109
6,72,0.4222222222222222,0.7,0.23333333333333334,0.9111111111111111,0.9777777777777777,0.9222222222222223,0.6444444444444445,0.9777777777777777,0.9888888888888889,0.8111111111111111,1.0,0.10555555555555554
6,73,0.8222222222222222,0.7666666666666667,0.4777777777777778,0.9,0.9666666666666667,0.9444444444444444,0.7111111111111111,0.9666666666666667,0.9777777777777777,0.8777777777777778,1.0,0.12037037037037034
6,74,0.6444444444444445,0.6555555555555556,0.36666666666666664,0.8777777777777778,0.9444444444444444,0.9,0.6777777777777778,0.9444444444444444,0.9777777777777777,0.7888888888888889,1.0,0.13148148148148145
6,75,0.5111111111111111,0.6333333333333333,0.2,0.8222222222222222,0.9444444444444444,0.8666666666666667,0.5888888888888889,0.9444444444444444,0.9555555555555556,0.7666666666666667,1.0,0.1111111111111111
6,76,0.6555555555555556,0.6777777777777778,0.32222222222222224,0.8888888888888888,0.9777777777777777,0.9111111111111111,0.6222222222222222,0.9777777777777777,0.9777777777777777,0.8,1.0,0.10925925925925924
6,77,0.7777777777777778,0.6333333333333333,0.28888888888888886,0.9222222222222223,0.9666666666666667,0.9,0.6333333333333333,0.9666666666666667,0.9777777777777777,0.8111111111111111,1.0,0.11481481481481477
6,78,0.5888888888888889,0.6333333333333333,0.4,0.8888888888888888,0.9777777777777777,0.9555555555555556,0.6555555555555556,0.9666666666666667,0.9888888888888889,0.8333333333333334,1.0,0.1074074074074074
6,79,0.6555555555555556,0.6111111111111112,0.2777777777777778,0.8777777777777778,0.9666666666666667,0.9,0.6888888888888889,0.9555555555555556,1.0,0.7777777777777778,1.0,0.1481481481481481
12,0,0.7222222222222222,0.7888888888888889,0.43333333333333335,0.9555555555555556,1.0,0.9888888888888889,0.8666666666666667,1.0,1.0,0.8666666666666667,1.0,0.13333333333333333
12,1,0.5444444444444444,0.7333333333333333,0.35555555555555557,0.9444444444444444,1.0,0.9888888888888889,0.8555555555555555,1.0,1.0,0.8555555555555555,1.0,0.12499999999999999
12,2,0.5666666666666667,0.8111111111111111,0.4444444444444444,0.9777777777777777,1.0,1.0,0.8888888888888888,1.0,1.0,0.9,1.0,0.12685185185185185
12,3,0.8111111111111111,0.8,0.4777777777777778,0.9666666666666667,1.0,1.0,0.8777777777777778,1.0,1.0,0.9,1.0,0.1361111111111111
12,4,0.6111111111111112,0.8222222222222222,0.3111111111111111,0.9666666666666667,1.0,1.0,0.9,1.0,1.0,0.9333333333333333,1.0,0.11203703703703703
12,5,0.7111111111111111,0.8333333333333334,0.43333333333333335,0.9444444444444444,0.9888888888888889,0.9777777777777777,0.8777777777777778,0.9888888888888889,0.9888888888888889,0.9,1.0,0.11666666666666667
12,6,0.7,0.7888888888888889,0.3111111111111111,0.9777777777777777,1.0,1.0,0.8888888888888888,1.0,1.0,0.9,1.0,0.09907407407407406
12,7,0.5666666666666667,0.8,0.37777777777777777,0.9555555555555556,0.9888888888888889,0.9777777777777777,0.8666666666666667,0.9888888888888889,1.0,0.8777777777777778,1.0,0.12222222222222222
12,8,0.7777777777777778,0.8111111111111111,0.5111111111111111,0.9666666666666667,1.0,1.0,0.8777777777777778,1.0,1.0,0.9111111111111111,1.0,0.10925925925925925
12,9,0.6555555555555556,0.8555555555555555,0.43333333333333335,0.9777777777777777,1.0,1.0,0.9111111111111111,1.0,1.0,0.9111111111111111,1.0,0.12777777777777777
12,10,0.8,0.7555555555555555,0.35555555555555557,0.9333333333333333,1.0,1.0,0.8,1.0,1.0,0.8444444444444444,1.0,0.11574074074074077
12,11,0.6333333333333333,0.8555555555555555,0.4777777777777778,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.9666666666666667,1.0,0.13055555555555556
12,12,0.6666666666666666,0.8111111111111111,0.4666666666666667,0.9444444444444444,1.0,1.0,0.8555555555555555,1.0,1.0,0.9111111111111111,1.0,0.11666666666666665
12,13,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.9777777777777777,1.0,1.0,0.8444444444444444,1.0,1.0,0.9111111111111111,1.0,0.11851851851851851
12,14,0.7333333333333333,0.7888888888888889,0.4444444444444444,0.9666666666666667,1.0,0.9888888888888889,0.8222222222222222,1.0,1.0,0.8555555555555555,1.0,0.10462962962962963
12,15,0.7222222222222222,0.8,0.4111111111111111,0.9666666666666667,1.0,1.0,0.8777777777777778,1.0,1.0,0.9111111111111111,1.0,0.12314814814814815
12,16,0.6777777777777778,0.7333333333333333,0.34444444444444444,0.9666666666666667,1.0,0.9777777777777777,0.8333333333333334,1.0,1.0,0.8777777777777778,1.0,0.11666666666666667
12,17,0.7666666666666667,0.7666666666666667,0.4222222222222222,0.9666666666666667,0.9888888888888889,0.9888888888888889,0.8666666666666667,0.9888888888888889,0.9888888888888889,0.8666666666666667,1.0,0.1296296296296296
12,18,0.5888888888888889,0.7777777777777778,0.4777777777777778,0.9777777777777777,1.0,1.0,0.9111111111111111,1.0,1.0,0.8888888888888888,1.0,0.11481481481481483
12,19,0.7333333333333333,0.7666666666666667,0.45555555555555555,0.9555555555555556,1.0,1.0,0.8888888888888888,1.0,1.0,0.8666666666666667,1.0,0.12500000000000003
12,20,0.7777777777777778,0.8111111111111111,0.4777777777777778,0.9555555555555556,1.0,1.0,0.8666666666666667,1.0,1.0,0.9,1.0,0.13333333333333333
12,21,0.7111111111111111,0.8,0.4,0.9666666666666667,1.0,1.0,0.9111111111111111,1.0,1.0,0.9,1.0,0.12037037037037036
12,22,0.7,0.7666666666666667,0.4111111111111111,0.9888888888888889,1.0,0.9777777777777777,0.8666666666666667,1.0,1.0,0.8888888888888888,1.0,0.1305555555555556
12,23,0.7333333333333333,0.8555555555555555,0.3888888888888889,0.9333333333333333,1.0,1.0,0.8777777777777778,1.0,1.0,0.9444444444444444,1.0,0.11574074074074074
12,24,0.7,0.7888888888888889,0.43333333333333335,0.9666666666666667,0.9888888888888889,0.9888888888888889,0.8888888888888888,0.9888888888888889,0.9888888888888889,0.8666666666666667,1.0,0.11111111111111109
12,25,0.7111111111111111,0.8,0.45555555555555555,0.9666666666666667,0.9888888888888889,0.9888888888888889,0.9333333333333333,0.9888888888888889,1.0,0.8555555555555555,1.0,0.1175925925925926
12,26,0.7222222222222222,0.7888888888888889,0.37777777777777777,0.9888888888888889,1.0,1.0,0.9222222222222223,1.0,1.0,0.9222222222222223,1.0,0.11018518518518516
12,27,0.8777777777777778,0.8555555555555555,0.4666666666666667,0.9555555555555556,1.0,1.0,0.9111111111111111,1.0,1.0,0.9444444444444444,1.0,0.1222222222222222
12,28,0.6,0.7777777777777778,0.4444444444444444,0.9666666666666667,1.0,1.0,0.8777777777777778,1.0,1.0,0.8555555555555555,1.0,0.1490740740740741
12,29,0.7777777777777778,0.7888888888888889,0.4444444444444444,0.9888888888888889,1.0,1.0,0.8888888888888888,1.0,1.0,0.9333333333333333,1.0,0.11111111111111112
12,30,0.7444444444444445,0.8666666666666667,0.3888888888888889,0.9777777777777777,1.0,1.0,0.8888888888888888,1.0,1.0,0.9222222222222223,1.0,0.13055555555555556
12,31,0.5333333333333333,0.8666666666666667,0.4,0.9777777777777777,1.0,0.9888888888888889,0.9,1.0,1.0,0.9222222222222223,1.0,0.1185185185185185
12,32,0.8,0.8111111111111111,0.34444444444444444,0.9777777777777777,1.0,1.0,0.9,1.0,1.0,0.8666666666666667,1.0,0.13333333333333333
12,33,0.6111111111111112,0.7888888888888889,0.34444444444444444,0.9444444444444444,1.0,0.9777777777777777,0.8444444444444444,1.0,1.0,0.8777777777777778,1.0,0.12222222222222222
12,34,0.8666666666666667,0.8333333333333334,0.3888888888888889,0.9666666666666667,0.9888888888888889,0.9777777777777777,0.9,0.9888888888888889,1.0,0.9222222222222223,1.0,0.12314814814814815
12,35,0.7111111111111111,0.7777777777777778,0.43333333333333335,0.9333333333333333,0.9888888888888889,0.9777777777777777,0.8888888888888888,0.9888888888888889,1.0,0.9,1.0,0.11944444444444445
12,36,0.7333333333333333,0.7888888888888889,0.3888888888888889,0.9444444444444444,1.0,0.9888888888888889,0.8888888888888888,0.9888888888888889,1.0,0.9333333333333333,1.0,0.11018518518518519
12,37,0.7333333333333333,0.8222222222222222,0.4111111111111111,0.9666666666666667,1.0,0.9777777777777777,0.8777777777777778,1.0,1.0,0.8666666666666667,1.0,0.12592592592592594
12,38,0.6444444444444445,0.7888888888888889,0.43333333333333335,0.9666666666666667,1.0,0.9888888888888889,0.8444444444444444,1.0,1.0,0.8555555555555555,1.0,0.12777777777777777
12,39,0.6444444444444445,0.7777777777777778,0.3888888888888889,0.9777777777777777,0.9888888888888889,0.9888888888888889,0.9,0.9888888888888889,0.9888888888888889,0.9222222222222223,1.0,0.137037037037037
12,40,0.7777777777777778,0.7888888888888889,0.37777777777777777,0.9666666666666667,1.0,1.0,0.9,1.0,1.0,0.8777777777777778,1.0,0.12685185185185185
12,41,0.7,0.7555555555555555,0.28888888888888886,0.9555555555555556,1.0,1.0,0.8333333333333334,1.0,1.0,0.8777777777777778,1.0,0.10740740740740741
12,42,0.8333333333333334,0.7888888888888889,0.3888888888888889,0.9777777777777777,1.0,1.0,0.8777777777777778,1.0,1.0,0.8888888888888888,1.0,0.11481481481481483
12,43,0.5222222222222223,0.7444444444444445,0.4222222222222222,0.9777777777777777,1.0,1.0,0.8777777777777778,1.0,1.0,0.8666666666666667,1.0,0.13148148148148148
12,44,0.6666666666666666,0.8111111111111111,0.32222222222222224,0.9777777777777777,1.0,1.0,0.9111111111111111,1.0,1.0,0.8888888888888888,1.0,0.11944444444444442
12,45,0.8,0.8222222222222222,0.4666666666666667,0.9555555555555556,1.0,1.0,0.8888888888888888,1.0,1.0,0.9111111111111111,1.0,0.12777777777777777
12,46,0.7555555555555555,0.8333333333333334,0.4,0.9777777777777777,1.0,1.0,0.8777777777777778,1.0,1.0,0.9,1.0,0.1148148148148148
12,47,0.7888888888888889,0.8111111111111111,0.45555555555555555,0.9777777777777777,1.0,1.0,0.9,1.0,1.0,0.9111111111111111,1.0,0.11111111111111109
12,48,0.8111111111111111,0.8,0.4666666666666667,0.9555555555555556,1.0,1.0,0.8555555555555555,1.0,1.0,0.8888888888888888,1.0,0.11018518518518519
12,49,0.7555555555555555,0.8333333333333334,0.4111111111111111,0.9666666666666667,0.9888888888888889,0.9888888888888889,0.8777777777777778,0.9888888888888889,1.0,0.9,1.0,0.13333333333333333
12,50,0.5444444444444444,0.7666666666666667,0.3,0.9888888888888889,1.0,1.0,0.9,1.0,1.0,0.9333333333333333,1.0,0.11296296296296296
12,51,0.6666666666666666,0.7777777777777778,0.36666666666666664,0.9666666666666667,1.0,1.0,0.8666666666666667,1.0,1.0,0.8777777777777778,1.0,0.14074074074074072
12,52,0.6777777777777778,0.7666666666666667,0.4222222222222222,0.9555555555555556,1.0,0.9888888888888889,0.8444444444444444,1.0,1.0,0.8666666666666667,1.0,0.11944444444444442
12,53,0.7777777777777778,0.8333333333333334,0.37777777777777777,0.9444444444444444,1.0,0.9888888888888889,0.8777777777777778,0.9888888888888889,1.0,0.8888888888888888,1.0,0.1287037037037037
12,54,0.8555555555555555,0.8222222222222222,0.37777777777777777,0.9777777777777777,0.9888888888888889,0.9888888888888889,0.8888888888888888,0.9888888888888889,1.0,0.9111111111111111,1.0,0.13055555555555556
12,55,0.7444444444444445,0.8,0.37777777777777777,0.9666666666666667,1.0,1.0,0.9,1.0,1.0,0.8888888888888888,1.0,0.10833333333333334
12,56,0.7444444444444445,0.8444444444444444,0.45555555555555555,0.9888888888888889,1.0,0.9888888888888889,0.9,1.0,1.0,0.9111111111111111,1.0,0.11944444444444445
12,57,0.8222222222222222,0.8222222222222222,0.5,0.9888888888888889,1.0,1.0,0.8777777777777778,1.0,1.0,0.8777777777777778,1.0,0.12129629629629629
12,58,0.7777777777777778,0.7555555555555555,0.4666666666666667,0.9666666666666667,1.0,1.0,0.9,1.0,1.0,0.9333333333333333,1.0,0.12962962962962962
12,59,0.6777777777777778,0.7666666666666667,0.3888888888888889,0.9777777777777777,1.0,0.9888888888888889,0.8666666666666667,1.0,1.0,0.8888888888888888,1.0,0.13333333333333333
12,60,0.7555555555555555,0.8444444444444444,0.45555555555555555,0.9777777777777777,1.0,1.0,0.8888888888888888,1.0,1.0,0.8888888888888888,1.0,0.1277777777777778
12,61,0.5222222222222223,0.8111111111111111,0.4111111111111111,0.9444444444444444,0.9888888888888889,0.9888888888888889,0.8888888888888888,0.9888888888888889,1.0,0.9333333333333333,1.0,0.12500000000000003
12,62,0.6555555555555556,0.7555555555555555,0.2777777777777778,0.9777777777777777,1.0,1.0,0.9111111111111111,1.0,1.0,0.8777777777777778,1.0,0.13796296296296295
12,63,0.7444444444444445,0.8555555555555555,0.4666666666666667,0.9555555555555556,1.0,1.0,0.9,1.0,1.0,0.8777777777777778,1.0,0.13425925925925927
